ID,숙소명,주소,전화번호,편의시설 및 서비스 정보,설명,위도,경도,지역코드,홈페이지
121,페어필드 바이 메리어트 서울,서울 영등포구 경인로 870,02-2108-9000,"무료 Wi-Fi, 가족 객실, 금연 객실, 전용 주차, 피트니스 센터, 24시간 프런트 데스크, 장애인 편의시설, 세탁, 엘리베이터, 조식","서울에 위치한 페어필드 바이 메리어트 서울은 피트니스 센터를 운영하고 있습니다. 영등포구에 자리한 이 호텔은 매력적인 입지를 자랑하며, 타임스퀘어에서 1.2km, 신세계 백화점에서 880m 거리에 있습니다.

객실은 책상, 평면 TV, 전용 욕실, 에어컨 및 옷장을 갖추고 있습니다.

페어필드 바이 메리어트 서울에 머무는 동안 비즈니스 센터를 이용하실 수 있습니다. 신문도 제공됩니다. 리셉션에서 직원들이 언제든 투숙객의 용무를 도와드립니다.

여의도 업무지구는 1.2km, 여의도 한강공원은 4.5km, 김포 국제공항은 12km, 인천 국제공항은 52km 거리에 있습니다.",37.5169644,126.909187,1,http://www.marriott.com/selfi
122,"포포인츠 바이 쉐라톤 조선, 서울역",서울 용산구 한강대로 366,02-6070-7000,"무료 Wi-Fi, 가족 객실, 금연 객실, 무료 주차, 레스토랑 2개, 24시간 프런트 데스크, 룸서비스, 모든 객실에 차/커피 메이커 구비, 바, 매우 맛있는 조식","지하도로 서울역과 바로 연결되어 있는 포포인츠 바이 쉐라톤 서울 남산은 레스토랑과 피트니스 센터를 갖추고 있습니다. 호텔은 전역에 무료 Wi-Fi를 제공하며, 내부에 무료 주차장도 마련하고 있습니다. 

각 객실에는 에어컨, 업무용 책상, 안전 금고, 다림질 시설이 제공됩니다. 워크인 샤워가 설치된 전용 욕실에는 목욕 가운과 슬리퍼가 비치되어 있습니다. 무료 욕실용품도 제공됩니다. 

포포인츠 바이 쉐라톤 서울 남산은 24시간 프론트 데스크와 바를 운영합니다. 숙소의 기타 시설로는 투어 데스크와 수하물 보관소 등이 있습니다. 

호텔은 서울역에서 400m 거리에 있으며, 덕수궁과 서울시청에서 지하철 1호선으로 1정거장 떨어져 있습니다. 서울역에서 공항철도 노선 열차를 이용하면 김포 국제공항까지 30분, 인천 공항까지 45분이 소요됩니다. ",37.5511247,126.9729133,1,http://www.marriott.co.kr/selfp
123,"포포인츠 바이 쉐라톤 조선, 서울 명동",서울 중구 삼일대로 10길 36,0507-1467-6004,"Wi-Fi, 가족 객실, 금연 객실, 전용 주차, 피트니스 센터, 레스토랑, 24시간 프런트 데스크, 룸서비스, 바, 매우 맛있는 조식","서울에 자리한 포포인츠 바이 쉐라톤 조선, 서울 명동에서는 피트니스 센터, 전용 주차장, 레스토랑, 바 등을 이용하실 수 있습니다. 숙소는 명동성당에서 6분 거리에 있습니다. 해당 4성급 호텔에는 룸서비스, 24시간 프런트 데스크, 무료 Wi-Fi 등이 완비되어 있습니다. 숙소는 투숙객을 위한 비즈니스 센터, 컨시어지 서비스, 환전 서비스 등을 제공합니다.

포포인츠 바이 쉐라톤 조선, 서울 명동의 객실에는 에어컨, 책상, 안전 금고, 평면 TV 등이 마련되어 있습니다. 전용 욕실에는 비데 등이 구비되어 있습니다. 모든 숙박 옵션에는 식기세척기 등이 마련되어 있습니다.

숙소에서 유럽식, 영국식/아일랜드식 또는 이탈리아식 조식을 즐겨보세요.

숙소 근처에는 명동역, 방산시장, 종묘 등의 주요 명소가 있습니다. 포포인츠 바이 쉐라톤 조선, 서울 명동에서 가장 가까운 공항은 19km 거리에 위치한 김포국제공항입니다.",37.56558996,126.9894543,1,https://www.josunhotel.com/hotel/fpbsMyeongdong.do
124,홀리데이 인 익스프레스 서울 홍대,서울 마포구 양화로 188,02-768-3000,"무료 Wi-Fi, 가족 객실, 금연 객실, 피트니스 센터, 24시간 프런트 데스크, 장애인 편의시설, 엘리베이터, 난방 시설, 하우스키핑 (매일), 수하물 보관소","서울에 위치한 홀리데이 인 익스프레스 서울 홍대는 피트니스 센터, 무료 Wi-Fi 등 다양한 편의 시설을 갖추고 있습니다. 모든 객실에는 평면 위성 TV, 전용 욕실이 구비되어 있습니다. 구내 레스토랑은 미국 요리를 선보입니다.

홀리데이 인 익스프레스 서울 홍대의 각 객실은 책상, 주전자를 갖추고 있으며, 일부 객실에는 도시 전망이 마련되어 있습니다. 냉장고도 제공됩니다.

구내 비즈니스 센터를 이용해보십시오. 일본어와 한국어를 구사하는 리셉션 직원이 지역 관광 정보를 안내해드립니다.

홀리데이 인 익스프레스 서울 홍대는 남대문시장 및 아이파크몰에서 5km 떨어져 있습니다.",37.55773211,126.927088,1,http://www.holidayinnexpress.com/seoul_hongdae
125,포포인츠 바이 쉐라톤 서울 구로,"서울 구로구 디지털로 32, 72",02-6905-9500,"공항 셔틀, 금연 객실, 무료 주차, 피트니스 센터, 레스토랑 4개, 24시간 프런트 데스크, 모든 객실에 차/커피 메이커 구비, 바, 맛있는 조식","구로 디지털밸리의 중심부에 위치한 포포인츠 바이 쉐라톤 서울 구로는 지하철 2호선 구로디지털단지역과 7호선 대림역에서 도보로 약 5~10분 거리에 있어 홍대입구, 신도림, 노량진 수산시장, 코엑스, 성수동, 명동, 동대문, 경복궁, 남산 등으로 편리하게 이동하실 수 있습니다. 또한 금융 허브인 여의도가 가까운 거리에 있어 비즈니스와 관광을 동시에 즐길 수 있는 최적의 입지를 자랑합니다.
호텔은 레스토랑, 바, 커피숍, 피트니스 센터, 비즈니스 센터, 무료 주차장, 24시간 프론트 데스크를 갖추고 있습니다. 머무는 동안 무료 Wi-Fi, 공항 리무진 서비스, 룸서비스, 환전, 드라이클리닝, 다림질 및 세탁 서비스도 이용하실 수 있습니다.
편안한 공간을 자랑하는 객실은 도시의 탁 트인 전망을 제공합니다. 각 객실에는 미니바, 평면 TV, 에어컨, 냉장고, 책상, 헤어드라이어, 무료 세면도구가 마련되어 있습니다. 욕조 또는 샤워 부스도 있습니다. 호텔의 모든 객실에 침대 린넨과 수건이 제공됩니다.
테이블 32는 조식, 점심, 저녁 식사 메뉴를 제공하는 레스토랑입니다. 이곳에서 동양식 및 서양식을 모두 즐기실 수 있습니다. 세계 각지의 요리를 주문할 수 있으며, 라이브 스테이션에서 다양한 스페셜 요리도 준비됩니다. 카페앤바72에서는 음료와 간단한 스낵을 즐기실 수 있습니다.
다양한 레스토랑이 밀집해 있는 깔깔거리와 대림동 차이나타운이 호텔 인근에 있어 중국 본토의 맛은 물론이고 최신 음식 및 문화 트렌드를 쉽게 접하실 수 있습니다. 대형 마트도 인접해 있습니다.
호텔에서 김포 국제공항은 차로 단 30분, 인천 국제공항은 약 45분 거리에 있습니다. 6004번 공항 리무진버스를 타면 호텔 바로 앞까지 쉽게 이동하실 수 있습니다. 인천 국제공항에서 호텔 앞까지 한 번에 이동할 수 있어 편리합니다.",37.4831795,126.8988477,1,https://www.marriott.com/ko/hotels/selfu-four-points-seoul-guro/overview/
126,페어몬트 앰배서더 서울,서울 영등포구 여의대로 108,02-3395-6000,"실내 수영장, 무료 Wi-Fi, 금연 객실, 무료 주차, 피트니스 센터, 스파/웰빙, 레스토랑 2개, 24시간 프런트 데스크, 바, 최고의 조식","서울에 자리한 페어몬트 앰배서더 서울에서는 피트니스 센터, 무료 전용 주차장, 레스토랑, 바 등을 이용하실 수 있습니다. 숙소는 영등포역에서 3km 거리에 있습니다. 해당 5성급 호텔에는 24시간 프런트 데스크, ATM(현금 지급기), 무료 Wi-Fi 등이 완비되어 있습니다. 숙소는 홍익대학교에서 5.2km, 시내 중심부에서 300m 거리에 있습니다.

페어몬트 앰배서더 서울에서 매일 미국식 조식을 드셔보세요.

숙소에서는 실내 수영장 등이 마련된 5성급 객실을 이용하실 수 있습니다.

페어몬트 앰배서더 서울에서 5.7km 거리에는 이화여자대학교, 5.8km 거리에는 홍대입구역 등의 명소가 있습니다. 페어몬트 앰배서더 서울에서 가장 가까운 공항은 13km 거리에 위치한 김포국제공항입니다.",37.5252396,126.9290609,1,http://www.fairmont-seoul.com
127,더 가든 호텔,서울 종로구 돈화문로11나길 63,02-744-3525,"무료 Wi-Fi, 공항 셔틀, 가족 객실, 금연 객실, 장애인 편의시설, 세탁, 테라스, 엘리베이터, 난방 시설, 정원","서울에 자리한 더 가든 호텔에서는 3성급 객실과 공용 라운지, 테라스 등의 시설을 이용하실 수 있습니다. 이 3성급 호텔에서는 에어컨, 무료 Wi-Fi가 완비된 객실과 정원 등을 제공합니다. 각 객실에는 전용 욕실이 마련되어 있습니다. 종묘에서 3분 거리에 있는 이 숙소에서는 항알레르기 이용이 가능합니다.

더 가든 호텔의 각 객실에는 다음이 갖추어져 있습니다: 책상, 평면 TV. 숙소의 모든 객실에는 침대 린넨, 수건 등이 마련되어 있습니다.

더 가든 호텔에서는 팩스 및 복사 등의 비즈니스 서비스를 비롯해 세탁 서비스도 제공합니다.

더 가든 호텔 근처에는 창덕궁, 광장시장, 조계사 등의 주요 명소가 있습니다. 숙소에서 가장 가까운 공항은 19km 거리에 있는 김포국제공항입니다. 숙소에서 제공하는 유료 공항 셔틀 서비스 이용이 가능합니다.",37.5752091,126.9894139,1,
128,라까사 호텔 서울,서울 강남구 도산대로 1길 83,02-6711-9000,"무료 Wi-Fi, 금연 객실, 주차장 (숙소 부지 내), 피트니스 센터, 레스토랑, 24시간 프런트 데스크, 룸서비스, 장애인 편의시설, 바, 조식","호텔 라까사 가로수길은 서울의 디자이너 부티크 숙박 시설로, 지하철 3호선 신사역에서 도보로 단 10분 거리에 있습니다. 집처럼 아늑한 분위기의 이 호텔은 2개의 멋진 레스토랑, 현대적인 피트니스센터, 객실 내 무료 Wi-Fi/유선 인터넷을 제공합니다.

호텔은 세련된 레스토랑들이 자리한 가로수길에서 도보로 10분, 한강에서 도보로 단 3분 거리에 있습니다. 고급 명품점이 있는 청담동은 약 2.2km 떨어져 있으며, 차로 7분 이내에 이동 가능합니다.

 라까사 가로수길의 우아한 객실은 평면 TV, iPod 도킹 스테이션, 차/커피를 갖추고 있습니다. 대형 실내 욕실에는 욕조 또는 샤워 시설이 마련되어 있습니다.

이 호텔은 24시간 프런트 데스크와 큰 창문이 있는 아름답게 디자인된 비즈니스 센터를 갖추고 있습니다. 투숙객의 편의를 위해 세탁, 드라이클리닝, 다림질 서비스도 제공합니다. 피트니스센터도 무료로 이용 가능합니다.

유럽풍의 까사밀 레스토랑에서는 캐주얼한 식사를 즐기실 수 있습니다. 매일 갓 구운 빵과 커피를 드실 수 있는 제과점도 자리해 있으며, 룸서비스도 마련되어 있습니다.",37.5221247,127.0194875,1,http://www.hotellacasa.kr/
129,힐튼 가든 인 서울 강남,서울 서초구 강남대로 253,02-580-8500,"야외 수영장, 무료 Wi-Fi, 가족 객실, 금연 객실, 피트니스 센터, 레스토랑, 24시간 프런트 데스크, 장애인 편의시설, 바, 매우 맛있는 조식","서울에 자리한 힐튼 가든 인 서울 강남에서 머물러보세요. 숙소는 계절에 따라 운영되는 야외 수영장, 피트니스 센터, 레스토랑, 바 등을 갖추고 있습니다. 해당 4성급 호텔에는 24시간 프런트 데스크, 비즈니스 센터, 무료 Wi-Fi 등이 완비되어 있습니다. 숙소는 투숙객을 위한 컨시어지 서비스, 환전 서비스 등을 제공합니다.

힐튼 가든 인 서울 강남의 각 객실에는 다음이 갖추어져 있습니다: 책상, TV, 전용 욕실, 침대 린넨, 수건. 모든 숙박 옵션에는 냉장고 등이 마련되어 있습니다.

숙소에서 유럽식, 미국식 또는 아시아식 조식을 즐겨보세요.

숙소에서 19분 거리에는 강남역, 5.2km 거리에는 코엑스 등의 명소가 있습니다. 힐튼 가든 인 서울 강남에서 가장 가까운 공항은 24km 거리에 위치한 김포국제공항입니다.",37.485933,127.032766,1,https://hiltongardeninn.hilton.co.kr/hotel/seoul/hilton-garden-inn-seoul-gangnam
130,"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔",서울 강남구 테헤란로 231,02-727-7200,"실내 수영장, 무료 Wi-Fi, 가족 객실, 금연 객실, 주차장 (숙소 부지 내), 피트니스 센터, 레스토랑 4개, 모든 객실에 차/커피 메이커 구비, 바, 매우 맛있는 조식","서울에 자리한 조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔에서는 5성급 객실을 제공합니다. 숙소는 강남역에서 19분 거리, 코엑스에서 2.7km 거리에 있습니다. 이 5성급 호텔에서는 에어컨, 무료 Wi-Fi가 완비된 객실과 바 등을 제공합니다. 숙소는 투숙객을 위한 룸서비스, 24시간 프런트 데스크, 환전 서비스 등을 제공합니다.

조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔의 각 객실에는 옷장 등이 마련되어 있습니다. 숙소의 일부 객실은 도시 전망을 갖추고 있으며, 각 객실에는 커피 머신 등이 마련되어 있습니다. 조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔의 객실에는 평면 TV, 무료 세면도구 등이 마련되어 있습니다.

숙소에서 매일 유럽식, 미국식 또는 아시아식 조식을 즐겨 조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔의 레스토랑에서 미국식, 광둥식, 중국식 요리를 즐겨보세요. 채식 메뉴도 요청이 가능합니다.

숙소에서는 실내 수영장 등이 마련된 5성급 객실을 이용하실 수 있습니다.

조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔에서 3.3km 거리에는 봉은사, 8.4km 거리에는 신라면세점 본점 등의 명소가 있습니다. 조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔에서 가장 가까운 공항은 24km 거리에 위치한 김포국제공항입니다.",37.5027967,127.0414103,1,https://jpg.josunhotel.com/main.do
131,딜라이트 호텔 잠실,서울 송파구 오금로11길 21-9,0507-1403-1263,"무료 Wi-Fi, 공항 셔틀, 가족 객실, 금연 객실, 무료 주차, 레스토랑, 24시간 프런트 데스크, 모든 객실에 차/커피 메이커 구비, 바, 매우 맛있는 조식","서울에 자리한 딜라이트 호텔 잠실에서는 무료 자전거, 무료 전용 주차장, 공용 라운지, 테라스 등을 이용하실 수 있습니다. 숙소는 문정동 로데오 거리에서 3.8km 거리에 있습니다. 숙소에는 미국식 요리를 선보이는 레스토랑뿐 아니라 바도 마련되어 있습니다. 숙소에는 24시간 프런트 데스크, 공항 교통편, 룸서비스, 무료 Wi-Fi 등이 마련되어 있습니다.

딜라이트 호텔 잠실의 객실에는 주전자 등이 갖춰져 있습니다. 각 객실에는 에어컨, 평면 TV 등이 마련되어 있습니다. 숙소의 일부 객실에는 안전 금고가 구비되어 있습니다. 딜라이트 호텔 잠실의 모든 객실에는 침대 린넨, 수건 등이 마련되어 있습니다.

숙소에서 영국식/아일랜드식, 미국식 또는 채식 조식을 즐겨보세요.

투숙객은 비즈니스 센터에서 업무를 보거나 스낵 바에서 휴식을 취할 수 있습니다.

딜라이트 호텔 잠실에서 5.1km 거리에는 코엑스, 5.3km 거리에는 봉은사 등의 명소가 있습니다. 숙소에서 가장 가까운 공항은 32km 거리에 위치한 김포국제공항입니다.",37.5153914,127.109322,1,https://delighthotel.modoo.at
132,MG 호텔,서울 종로구 청계천로 63-3,0507-1382-8867,"무료 Wi-Fi, 공항 셔틀, 가족 객실, 금연 객실, 전용 주차, 레스토랑, 24시간 프런트 데스크, 룸서비스, 모든 객실에 차/커피 메이커 구비, 바","서울에 자리한 MG 호텔에서는 컨시어지 서비스, 항알레르기 객실, 레스토랑, 무료 Wi-Fi, 바 등을 제공합니다. 숙소는 조계사에서 1km 내 거리에 있습니다. 해당 2성급 호텔에는 룸서비스, 24시간 프런트 데스크 등이 완비되어 있습니다. 구내에는 전용 주차장이 마련되어 있습니다.

MG 호텔의 각 객실에는 에어컨, 휴식 공간, 위성 채널을 갖춘 평면 TV, 안전 금고 등이 마련되어 있습니다. 전용 욕실에는 비데, 무료 세면도구, 헤어드라이어 등이 구비되어 있습니다. 각 객실에는 주전자 등이 마련되어 있으며, 일부 객실에는 파티오가 있습니다. 어떤 객실에서는 도시 전망을 감상하실 수 있습니다. 객실에는 냉장고 등이 마련되어 있습니다.

투어 데스크, 렌터카 서비스가 제공됩니다. 비즈니스 센터에는 팩스기, 복사기 등이 마련되어 있습니다.

숙소 근처에는 동화면세점, 명동성당, 종묘 등의 주요 명소가 있습니다. MG 호텔에서 가장 가까운 공항은 18km 거리에 있는 김포국제공항입니다. 숙소에서 제공하는 유료 공항 셔틀 서비스 이용이 가능합니다.",37.5689365,126.9847946,1,https://jnmghotel.modoo.at
133,더퍼스트 스테이 호텔,서울 강서구 마곡동로 4길 23,0507-1488-8308,"무료 Wi-Fi, 가족 객실, 금연 객실, 무료 주차, 24시간 프런트 데스크, 장애인 편의시설, 엘리베이터, 난방 시설, 하우스키핑 (매일), 수하물 보관소","서울에 위치한 호텔 루체브릿지는 구내 레스토랑을 갖추고 있습니다. 호텔의 모든 객실에서 무료 Wi-Fi를 이용하실 수 있습니다.

모든 객실은 에어컨, 주전자, 평면 위성 TV를 완비하고 있습니다. 전용 욕실에는 비데, 샤워 시설, 헤어드라이어, 무료 세면도구가 마련되어 있습니다.

휠체어 이용이 가능한 호텔로 24시간 프런트 데스크를 운영합니다.

호텔 루체브릿지는 서울의 유명 관광지인 마리오아울렛과 노량진수산물도매시장에서 11km 미만의 거리에 있습니다. 가장 가까운 공항은 숙소에서 3km 떨어진 김포국제공항입니다.",37.55966994,126.8362056,1,https://firststayhotel.com/
134,파로스호텔,서울 송파구 올림픽로10길 5,02-417-2700,"무료 Wi-Fi, 가족 객실, 무료 주차, 장애인 편의시설, 엘리베이터, 난방 시설, 하우스키핑 (매일), 수하물 보관소, 모든 객실에 차/커피 메이커 구비, 조식","지하철 2호선 잠실새내역에서 불과 400m 떨어진 편리한 위치에 자리한 파로스호텔은 구내 레스토랑을 보유하고 있으며, 전 구역에서 무료 Wi-Fi를 제공합니다.

파로스호텔의 각 객실은 평면 TV, 휴식 공간, 업무 공간을 갖추고 있습니다. 실내 욕실에는 욕조, 샤워 시설, 헤어드라이어가 마련되어 있습니다.

호텔의 24시간 프런트 데스크에서 세탁, 드라이클리닝, 수하물 보관 서비스를 이용하실 수 있습니다. 투숙객은 비즈니스 센터 시설도 이용 가능합니다.

파로스호텔의 구내 레스토랑에서는 매일 조식 뷔페를 제공합니다. 호텔에서 도보로 3분 거리에도 현지 음식을 맛볼 수 있는 다양한 레스토랑과 노점상이 모여 있습니다.

파로스호텔는 인기 있는 롯데월드 테마파크와 롯데백화점, 코엑스 컨벤션 센터 및 쇼핑몰에서 차로 5분 이내 거리에 있습니다. 인천국제공항까지의 거리는 75km입니다.",37.5111111,127.0811463,1,https://be4.wingsbooking.com/PHAROS1111
135,호텔 더 디자이너스 LYJ 강남 프리미어,서울 강남구 봉은사로 113,0507-1446-4000,"무료 Wi-Fi, 금연 객실, 주차장 (숙소 부지 내), 레스토랑, 24시간 프런트 데스크, 장애인 편의시설, 세탁, 엘리베이터, 바, 조식","호텔 더 디자이너스 리즈 강남 프리미어는 신논현역에서 도보로 2분 거리에 있으며, 코엑스 컨벤션 센터에서 3km 떨어져 있습니다. 호텔은 무료 Wi-Fi를 갖춘 현대적인 객실을 제공하며, 레스토랑과 바, 전용 주차장도 운영하고 있습니다.

이 현대적인 건물은 강남역에서 1km. 청담동, 세븐 럭 카지노 서울 강남점 및 코엑스몰에서 3km, 김포 국제공항에서 21km 떨어져 있습니다.

간소하게 꾸며진 객실은 에어컨, 중앙난방시설, 냉장고, 평면 TV를 갖추고 있습니다. 슬리퍼, 목욕 가운 및 무료 세면도구도 제공됩니다.

24시간 프론트 데스크에서 드라이클리닝와 팩스/복사 서비스를 추가 요금으로 이용하실 수 있습니다.

숙소 내 레스토랑인 자르뎅 드 리즈에서는 미국식 조식을 제공합니다. 점심 식사로 현지 요리를 즐기실 수 있습니다. 도보로 약 5분 거리에 현지인들이 즐겨 찾는 다양한 레스토랑이 밀집해 있습니다.",37.5052828,127.0258988,1,http://www.designersgangnam.com/
136,Daljee Guesthouse,"서울 종로구 종로17길 46 2층, 3층",0507-1369-1974,"무료 Wi-Fi, 세탁, 난방 시설, 수하물 보관소, 에어컨","달지 게스트하우스는 서울에 위치한 숙소입니다. 숙소에는 테라스와 수하물 보관소가 있습니다.

객실은 무료 Wi-Fi와 에어컨, 평면 TV를 갖추고 있습니다. 전용 욕실에는 헤어드라이어와 무료 세면도구가 구비되어 있습니다.

달지 게스트하우스는 종로 3가 지하철역에서 400m, 인천국제공항에서 60km 떨어져 있습니다",37.572189,126.9883692,1,https://www.instagram.com/daljee_guesthouse
22,그랜드 하얏트 인천,인천 중구 영종해안남로321번길 208,032-745-1234,"주차, 무료 초고속 인터넷(Wi-Fi), 풀, 헬스장/피트니스 센터, 바/라운지, 어린이 숙박 무료, 키즈 클럽, 무료 공항 교통편","인천공항에서 가장 가까운 대규모 특급 호텔 그랜드 하얏트 인천은 인천국제공항 바로 옆에 위치해 있어 편리하게 비행기를 이용하기 위해 머물거나, 여행으로 인한 피곤을 풀고 또 다른 여행을 준비하기에 좋은 곳입니다. 주말과 연휴에 가족과 함께 짧은 여행을 계획하거나, 커플의 로맨틱한 여행 또는 허니문으로 이용하기에도 좋은 호텔입니다. 또한 세계로 뻗어나가는 관문인 인천국제공항을 비롯하여 국제무역의 중심인 송도 컨벤시아와도 30분 이내의 거리에 위치해 있고, 다양한 종류의 음식과 레크리에이션 시설들 그리고 특색 있는 다양한 회의실 및 연회장을 갖추고 있어 국제적 규모의 비즈니스 행사를 진행할 수 있는 최적의 조건을 가지고 있습니다. 그랜드 하얏트 인천의 특별함 • 웅장한 규모의 호텔: 전 세계에서 하얏트 호텔 중 북미 다음으로 가장 큰 규모, 야외 행사장을 포함한 다양한 연회장, 레크리에이션과 음식에 대한 폭 넓은 선택 • 편안한 여행의 시작: 전 세계 어디로든 쉽게 떠날 수 있는 교통의 요지인 인천국제공항에서 3분 거리에 위치 • 웅장하고 다양한 크기의 미팅 공간: 2개의 대규모 볼룸과 멋진 야외 공간을 포함하여 총 4,566평에 달하는 26개의 연회 공간 • 재충전과 휴식: 모든 것이 갖추어진 최첨단 운동 시설, 3개의 온수 실내 수영장, 야생화 정원의 산책로에서 즐기는 재충전과 휴식의 시간 • 기억에 남을 가족휴가: 계절마다 다른 테마의 특색 있는 어린이 액티비티, 수심 60cm 에서 110cm, 길이 15m 의 어린이 수영장에서 만드는 환상적인 가족 휴가",37.4404925,126.4574508,2,https://www.hyatt.com/ko-KR/hotel/south-korea/grand-hyatt-incheon/inche
23,오크우드 프리미어 인천,"인천 연수구 컨벤시아대로 165
",032-726-2001,"무료 주차, 무료 초고속 인터넷(Wi-Fi), 온수 욕조, 헬스장/피트니스 센터, 바/라운지, 어린이 숙박 무료, 아동 활동(아동/가족 친화적), 무료 셔틀 또는 택시 서비스","세계적으로 가장 신뢰 받는 서비스 레지던스 제공업체 오크우드 월드와이드의 일원인 오크우드 프리미어 인천은 동북아시아의 떠오르는 경제허브인 인천자유경제구역 송도 국제업무단지의 중심부에 위치해 있습니다. 인천국제공항에서 20여분 거리의 편안한 위치에 자리잡은 오크우드 프리미어 인천은 송도 국제도시의 랜드마크이자 국내 최고층 빌딩인 동북아무역타워(NEATT)의 상층부에 위치해 최고의 전망을 자랑하며 비지니스를 위한 송도 컨벤시아, 국제업무지구, 바이오 연구단지는 물론 롯데몰, 잭 니클라우스 골프클럽, 인천 아트센터, 센트럴파크, 해돋이 공원 등과 같은 문화시설과 인접해 더욱 편리합니다. 오크우드 프리미어 인천은 스튜디오, 1~4베드룸과 펜트하우스까지 총 423개의 스위트급 레지던스 객실로 이루어져 있으며 특급 호텔식 서비스를 주방 및 다양한 시설이 구비된 아파트먼트에 접목시켜 레지던스의 특징은 물론 특1급 호텔 최고의 구성을 갖추고 있습니다. 모던한 분위기의 여유로운 공간과 유명 디자이너의 가구배치로 편안한 주거와 사무업무가 동시에 가능한 레지던스는 초고속 인터넷 서비스를 기본으로 제공하고, 최고급 대형 LED TV, 홈시어터와 오디오 시스템을 구비하고 있으며 여유로운 주방공간과 차별화된 고급 조리기구 및 식기류, 최신 대형 냉장고, 식기 세척기, 전자레인지, 최신식 드럼형 세탁기와 건조기, 다리미 등이 모든 객실에 완비되어 있습니다. 또한, 레스토랑, 비즈니스 센터, 미팅룸, 피트니스 센터, 어린이 놀이방 등의 부대시설은 물론, 일일 객실 정비 서비스, 24시간 운영 프론트, 룸서비스 등의 최고급 호텔 서비스를 함께 제공하고 있습니다.",37.389264,126.644207,2,http://www.oakwoodpremier.co.kr/opi/
