ID,숙소명,주소,전화번호,편의시설 및 서비스 정보,설명,위도,경도,지역코드,홈페이지
24,쉐라톤 그랜드 인천 호텔,"인천 연수구 컨벤시아대로 153",032-835-1000,"무료 주차, 무료 인터넷, 풀, 헬스장/피트니스 센터, 바/라운지, 자전거 대여, 공항 교통편, 콘퍼런스 시설","동북아 비즈니스의 허브도시, 인천경제 자유구역 송도의 중심부에 위치한 쉐라톤 그랜드 인천 호텔은 지정 학적 위치와 첨단 인프라로 비즈니스뿐만 아니라 다양한 문화와 휴양까지 즐길 수 있는 랜드마크로 자리잡고 있습니다. 또한 인천국제공항과 수도권을 연결하는 중심부에 위치하고 있어 편리한 접근성과 컨벤션 센터와의 근접성 등으로 국제적인 기업회의 및 컨퍼런스를 위한 최적의 장소로서 비즈니스 고객들에게 편의를 제공하고 있습니다. 최고급 시설과 서비스 외에도 국내 최대이자 세계 5위를 자랑하는 사장교인 ‘인천대교’의 야경과 ‘센트럴 파크’에서의 휴식까지 만나보실 수 있는 쉐라톤 인천 호텔과 함께 하시면 특별합니다.",37.3902477,126.6455026,2,https://www.marriott.co.kr/hotels/travel/selgi-sheraton-grand-incheon-hotel/
25,네스트호텔,인천 중구 영종해안남로 19-5,032-743-9000,"무료 주차, 무료 초고속 인터넷(Wi-Fi), 인피니티 풀, 헬스장/피트니스 센터, 바/라운지, 아동 활동(아동/가족 친화적), 무료 공항 교통편, 인터넷 사용이 가능한 비지니스 센터","대한민국 최초의 디자인호텔스 멤버로 채택이 된 네스트호텔 인천은, 햇살의 동선까지 고려하여 외관부터 룸 안의 작은 것 하나하나까지 직접 제작하였습니다. 전 객실의 발코니에서 바다와 산의 넓은 풍경을 즐기실 수 있습니다. 또한 모든 객실에는 LCD TV와 개인 디바이스와 연동이 가능한 블루투스 스피커 등으로 AV 시스템을 완비하였습니다.

복잡한 도시를 떠나와서 자신만의 은신처에서 진정한 휴식을 즐기실 수 있도록, 레스토랑은 모든 객석에서 일몰과 일출을 보실 수 있도록 계단형으로 설계되었으며, 한 켠에 모던한 바가 마련된 쿤스트라운지에는 1000여권의 예술서적과 전시회를 감상하실 수 있습니다. 또한 영화관과 노천탕, 다양한 기구가 마련된 피트니스에서는 복싱과 요가도 즐기실 수 있습니다.

주변 시설의 sky72에서 골프와 도심을 떠나 BMW드라이빙 센터에서 시원한 질주를, 가족과 함께 해수욕과 글램핑 등을 즐기실 수 있습니다.",37.4251075,126.4279437,2,https://www.nesthotel.co.kr
26,자우리호텔 인천송도점,인천 연수구 능허대로179번길 56 인천송도 자우리호텔,032-831-5733,"무료 Wi-Fi, 무료 주차, 가족 객실, 금연 객실, 24시간 프런트 데스크, 장애인 편의시설, 모든 객실에 차/커피 메이커 구비","인천에 자리한 자우리호텔 인천송도점에서는 차량으로 오는 투숙객을 위한 무료 전용 주차장뿐 아니라 공용 라운지, 무료 Wi-Fi도 제공합니다. 숙소는 녹색기후기금에서 4.3km, 송도 컨벤시아에서 4.6km 거리에 있습니다. 숙소는 인천역에서 8.5km, 인천 아시안 게임 주경기장에서 17km, 공항화물청사역에서 24km 거리에 있습니다. 숙소는 투숙객을 위한 공용 주방, 24시간 프런트 데스크, 수하물 보관소 서비스 등을 제공합니다.

숙박 옵션에는 에어컨, 위성 채널을 갖춘 평면 TV, 냉장고, 주전자, 샤워 시설, 무료 세면도구, 책상 등이 완비되어 있습니다. 자우리호텔 인천송도점의 모든 객실에는 헤어드라이어, 슬리퍼 등을 갖춘 전용 욕실이 구비되어 있습니다.

숙소에서 28km 거리에는 가산디지털단지, 28km 거리에는 가산디지털단지역 등의 명소가 있습니다. 자우리호텔 인천송도점에서 가장 가까운 공항은 27km 거리에 위치한 김포국제공항입니다.",37.4192885,126.6517267,2,https://blog.naver.com/jawoori032
72,신라스테이 울산,울산 남구 삼산로 200,052-901-9000,"금연 객실, 피트니스 센터, 레스토랑, 전용 주차, 무료 Wi-Fi, 장애인 편의시설, 가족 객실, 모든 객실에 차/커피 메이커 구비, 바, 매우 맛있는 조식","울산 버스터미널과 롯데 백화점에서 약 1km 거리에 있는 신라 스테이 울산은 구내 카페, 호텔 바 및 24시간 프런트 데스크를 보유하고 있습니다. 호텔 전 구역에서는 무료 Wi-Fi 이용이 가능합니다.

모든 객실은 도시 전망을 자랑하며, 에어컨, 책상, 케이블 채널을 시청할 수 있는 평면 TV, 전기 주전자를 갖추고 있습니다. 냉장고, 커피/차 및 개인 사물함도 제공됩니다. 실내 욕실에는 샤워 부스가 설치되어 있으며, 목욕 가운, 슬리퍼, 무료 세면도구도 구비되어 있습니다.

호텔의 공용 공간에는 비즈니스 센터와 컨퍼런스룸이 마련되어 있습니다. 추가 요금으로 LCD 프로젝터, 유선 인터넷, 플립 차트도 이용 가능합니다. 다림질, 세탁 및 드라이클리닝 서비스도 유료로 이용하실 수 있습니다.

조식은 투숙객의 식사 계획에 따라 호텔 레스토랑에서 제공됩니다.

신라 스테이 울산에서 울산 공항이 8.7km, 울산 KTX 역은 21km 거리에 있습니다.",35.5374851,129.3292576,7,http://www.shillastay.com/ulsan
73,롯데호텔 울산,울산 남구 삼산로 282,052-960-1000,"실내 수영장, 금연 객실, 피트니스 센터, 레스토랑, 무료 주차, 무료 Wi-Fi, 장애인 편의시설, 바, 매우 맛있는 조식","롯데호텔울산은 울산 남구에 위치해 있으며, 서울에서 항공편으로 50분이 소요됩니다. 호텔은 객실 내 평면 TV, 실내 수영장, 레스토랑 2곳을 갖추고 있습니다.

에어컨이 완비된 객실에는 업무용 책상, 개인 금고, 커피/차가 마련되어 있습니다. 무료 생수가 제공됩니다.

호텔에 피트니스 센터와 비즈니스 센터가 있습니다. 세탁 서비스와 환전 서비스도 이용 가능합니다.

베네치아 레스토랑은 이탈리아 요리를 선보입니다. 페닌슐라 레스토랑에서는 세계 각국의 요리로 구성된 뷔페를 즐기실 수 있습니다. 중식당 도림에서는 중국 요리를 드실 수 있습니다. 숙소 내에 바도 자리해 있습니다.

롯데호텔울산에서 김해 국제공항은 약 54km 떨어져 있습니다.",35.5384496,129.3383353,7,https://www.lottehotel.com/ulsan-hotel/ko.html
74,머큐어 앰배서더 울산,울산 북구 강동산하2로 7,052-980-1101,"금연 객실, 스파/웰빙, 피트니스 센터, 해변, 무료 Wi-Fi, 무료 주차, 레스토랑, 장애인 편의시설, 가족 객실, 우수한 조식","울산의 강동해변 앞에 위치한 머큐어 앰배서더 울산은 바다 전망을 갖춘 친환경 객실을 보유하고 있습니다. 이 호텔은 131개의 객실을 지니고 있으며, 올데이 다이닝 레스토랑을 운영합니다. 숙소 내에서 무료 Wi-Fi와 무료 주차장을 이용하실 수 있습니다.

모든 객실에는 에어컨, 주전자, 책상, 평면 TV가 마련되어 있습니다. 전용 욕실에는 헤어드라이어와 무료 세면도구가 비치되어 있습니다.

매일 아침 숙소에서 유럽식 조식과 조식 뷔페를 즐겨보세요. 구내 레스토랑에서는 바비큐 그릴 요리를 맛보실 수 있습니다. 요청 시 비건 메뉴를 준비해드립니다.

기타 편의시설로는 사우나, 피트니스 센터, 마사지 숍을 비롯해 최대 250명까지 수용 가능한 연회장이 있습니다. 호텔에서 24시간 프런트 데스크, 룸서비스, 환전 서비스도 이용하실 수 있습니다.

머큐어 앰배서더 울산에서 울산시청 햇빛광장, 대왕암공원, 울산문화예술회관은 20km 이내의 거리에 있습니다. 현대자동차 울산공장, 현대중공업 울산공장, 친환경 도시공원인 울산대공원이 차로 약 20분 거리에 있습니다. 울산공항까지는 차로 고작 20분이 소요됩니다.",35.6259898,129.4414551,7,http://mercureulsan.com
75,롯데시티 호텔 울산,울산 남구 삼산로 204,052-990-1000,"금연 객실, 피트니스 센터, 레스토랑, 무료 주차, 무료 Wi-Fi, 장애인 편의시설, 바, 맛있는 조식","울산에 자리 잡고 있는 롯데 시티 호텔은 현대적인 인테리어를 갖춘 세련된 객실을 보유하고 있습니다. 5층에 있는 피트니스 센터를 무료로 이용할 수 있습니다. 구내 레스토랑은 뷔페식 식사를 제공합니다. 무료 주차장이 마련되어 있으며, 숙소 전 구역에서 무료 Wi-Fi 이용이 가능합니다.

호텔의 모든 객실은 에어컨과 평면 TV를 갖추고 있습니다. 일부 스위트룸에는 휴식을 취할 수 있는 휴식 공간이 마련되어 있습니다. 객실에 딸린 전용 욕실에는 무료 세면도구와 슬리퍼가 제공됩니다.

24시간 프런트 데스크에서 무료 수하물 보관소, 환전 및 일간지 서비스를 제공해드립니다. 호텔 구내에는 투숙객의 편의를 위해 동전 투입식 세탁 시설도 마련되어 있습니다.

구내 레스토랑에서 06:30~10:00에 추가 요금으로 조식을 즐겨보십시오. 레스토랑은 점심과 저녁 식사 시간에도 영업합니다. 지상층에 있는 라운지에서 신선한 커피 또는 알코올 음료를 드셔도 좋습니다.

가장 가까운 공항인 김해 공항은 호텔에서 53km 떨어져 있습니다.",35.5375345,129.3296123,7,https://www.lottehotel.com/ulsan-city/ko.html
76,울산 애쉬튼 호텔,울산 남구 중앙로213번길 8 (신정동),052-265-6081,"야외 수영장, 금연 객실, 레스토랑, 무료 주차, 무료 Wi-Fi, 장애인 편의시설, 바, 맛있는 조식","울산에 자리한 울산 애쉬튼 호텔에서는 레스토랑, 무료 전용 주차장, 바 등을 이용하실 수 있습니다. 숙소는 석굴암에서 37km 거리에 있습니다. 해당 3성급 호텔에는 비즈니스 센터, 수하물 보관소, 무료 Wi-Fi 등이 완비되어 있습니다. 경주월드에서 39km 거리에 있는 이 숙소에서는 금연실 이용이 가능합니다.

울산 애쉬튼 호텔의 객실에는 에어컨, 책상, 주전자, 냉장고, 안전 금고, 평면 TV 등이 마련되어 있습니다. 전용 욕실에는 비데 등이 구비되어 있습니다.

숙소에서 미국식 또는 아시아식 조식을 즐겨보세요.

울산 애쉬튼 호텔에서 41km 거리에는 부산 종합 버스 터미널, 45km 거리에는 범어사 등의 명소가 있습니다. 울산 애쉬튼 호텔에서 가장 가까운 공항은 7km 거리에 위치한 울산공항입니다.",35.539864,129.31107,7,http://ashtonhotel.co.kr/
61,웨스틴 조선 부산,부산 해운대구 동백로 67 Haeundae,051-749-7000,"무료 주차, 바/라운지,인터넷 사용이 가능한 비지니스 센터,무료 초고속 인터넷(Wi-Fi),24시간 보안 서비스,택시 서비스,콘퍼런스 시설,수하물 보관","웨스틴 조선 부산에 오신 것을 환영합니다! 여러분의 ""제 2의 집""인 부산 호텔에서는 여러분의 시간이 집처럼 편안하도록 다양한 부대시설을 제공합니다.

G해운대 영화의거리(0.5 km), 청사포(0.5 km)(와)과 같은 인기 명소와 가깝기 때문에, Westin Busan 숙박 고객들은 부산에서 가장 잘 알려진 관광명소들을 손 쉽게 경험할 수 있습니다.

투숙객실은 평면 TV, 미니바, 에어컨(을)를 구비하고 있고, 호텔(이)가 제공하는 무료 무선 인터넷으로 인터넷을 마음껏 이용하실 수 있습니다.

Busan Westin는 여러분의 시간을 좀 더 편하게 해 줄 24시 프론트 데스크, 컨시어지, 룸서비스 또한 제공합니다. 게다가, 수영장, 라운지 또한 제공하고 있으니 언제든지 이용하시기 바랍니다. Westin Busan에 차로 오시는 분들은 무료 주차도 가능하니 부담없이 차를 가져오시기 바랍니다.

새우 요리(을)를 먹어보고 싶은 여행객들은 스시 베리(을)를 추천합니다. 다른 메뉴를 원한다면 아시아 요리인 더파티 해운대점, 스시 베리 또는 원조전복죽(을)를 추천합니다.

부산(은)는 동백섬, 이기대도시자연공원, APEC나루공원(을)를 포함한 멋진 공원들로 알려져 있고, Busan Westin(으)로부터도 멀지 않습니다.

웨스틴 조선 부산(은)는 부산의 최고만을 엄선, 선별하여 쉽게 즐길 수 있기 때문에 여러분의 시간이 한결 여유롭고 즐거울 것입니다.",35.1560261,129.153971,6,https://www.josunhotel.com/hotel/westinBusan.do
62,이비스 앰배서더 부산 시티센터,부산 부산진구 중앙대로777,051-930-1100,"무료 주차,풀, 바/라운지,엔터테인먼트 담당 직원,무료 초고속 인터넷(Wi-Fi),헬스장/피트니스 센터,해변, 인터넷 사용이 가능한 비지니스 센터","우리 모두 지친 육신을 잠시 쉬어갈 곳이 필요합니다. 부산(을)를 방문하는 여행객들에게 휴식과 회복에 이비스 앰배서더 부산 시티센터보다 더 좋은 곳은 없습니다. 패밀리 한 분위기와 맛집 및 명소들로부터 가까운 걸로 유명한 이비스 앰배서더 부산 시티센터(은)는 부산의 매력을 쉽게 발견할 수 있게 해줍니다.

이비스 앰배서더 부산 시티센터(은)는 객실 내에 평면 TV, 냉장고, 에어컨(이)가 구비되어 있는 패밀리 호텔로 여기서 지내시는 동안 투숙객에게 제공되는 무료 무선 인터넷으로 언제든지 인터넷을 손쉽게 이용하실 수 있습니다.

호텔(은)는 24시 프론트 데스크, 컨시어지, 환전(을)를 제공합니다. 게다가 라운지 제공은 부산을(를) 방문하는 여행객들 사이에 이 호텔이 단연 돋보이는 이유 중 하나이기도 합니다. 차로 오시는 분들은 무료 주차도 하실 수 있습니다.

삼광사(2.3 km), 부산어린이대공원(2.8 km)(와)과 같이 부산의 가장 인기있는 명소와 가까운 이비스 앰배서더 부산 시티센터(은)는 관광객이 많이 찾는 장소입니다.

이 곳에 있는 동안 이비스 앰배서더 부산 시티센터에서 가까운 Celtic Tiger British Pub, 공중정원, 당케(을)를 포함한 펍들에서 반드시 먹어보시기 바랍니다.

그뿐만 아니라, 여러분이 여행하는 동안 이비스 앰배서더 부산 시티센터에서 도보 거리에 위치한 서면 먹자 골목(0.8 km), 부산 시민공원(0.9 km)(을)를 둘러보는 것도 잊지 마시기 바랍니다.

출장이든 여행이든, 혹은 둘다 여행 목적이든 상관없이 이비스 앰배서더 부산 시티센터(은)는 여러분의 부산 방문을 오랫동안 기억나게 해줄 것입니다.",35.1618541,129.061894,6,https://www.ambatel.com/ibis/busan/ko/main.do
63,이비스 버젯 앰배서더 부산 해운대,부산 해운대구 해운대해변로209번길 8,0507-1380-1106,"호텔 내 호텔 전용 유료 주차장,헬스장/피트니스 센터,해변, 회의실,무료 초고속 인터넷(Wi-Fi),아침식사 제공가능,공항 교통편,비지니스 센터 내 복사기/팩스","이비스 버젯 앰배서더 부산 해운대 호텔은 전세계 3,600여개 호텔을 거느린 호텔 체인 아코르 그룹 산하의 브랜드로서 국내 유일의 호텔 전문 기업인 앰배서더 호텔 그룹에서 운영하는 한국 최고의 비즈니스 호텔 브랜드입니다. 이비스 버젯 앰배서더 부산 해운대 호텔은 해운대해수욕장 주변에 위치하며, 총 180개의 객실이 준비 되어 있습니다. 성인 2인까지 숙박이 가능한 더블, 트윈 객실, 3인까지 숙박이 가능한 패밀리객실이 있습니다. 각 각의 객실은 면적 15 스퀘어미터-약 4.5평으로 전 객실 내에서는 이비스 버젯만의 스위트 베드, 무료 와이파이 서비스, 깔끔한 샤워 부스실, 평면 스크린 TV, 개별 냉/난방 시설, 개인 금고, 미니 냉장고등이 구비되어 있습니다. 이비스버젯만의 스위트 베드는 가로 160 cm, 세로200cm로 부드럽고 가벼운 이불과7cm 두께의 토퍼가 베드위에 깔려있어 어디에서도 경험하지 못한 편안한 숙박을 경험하실 수 있습니다.",35.1590985,129.154502,6,https://all.accor.com/9106
64,시그니엘 부산,부산 해운대구 달맞이길 30,051-922-1000,"무료 주차, 무료 초고속 인터넷(Wi-Fi), 헬스장/피트니스 센터, 풀, 바/라운지, 해변, 어린이 놀이터, 어린이용 실내 놀이 구역","시그니엘 부산은 해운대의 랜드마크 '엘시티(LCT)'타워에 위치한 260실 규모의 럭셔리 호텔입니다. '시그니엘 서울'에 이은 시그니엘의 두번째 호텔로 부산 해운대의 환상적인 오션뷰와 광안대교를 감상하며 진정한 여유를 누릴 수 있는 완벽한 여정이 준비되어 있습니다. 지하철 중동역과 해운대역에서 쉬운 접근성을 자랑하며, 인근에 해운대 로데오거리가 위치하고 있습니다.

다이나믹한 뷰를 즐길 수 있는 인피니티 풀, 럭셔리 코스메틱 브랜드 '샹테카이'의 스파, 투숙객 전용 가든 테라스 등 다채로운 부대시설이 시그니엘의 품격과 어우러져
그동안 부산에서 볼 수 없었던 새로운 가치를 전합니다.

시그니엘은 세계 최상급 외식문화를 갖춘 호텔입니다.
차오란은 화려하게 번영하였던 1920년대 홍콩의 분위기를 반영한 모던 차이니즈 레스토랑입니다. 낮에는 딤섬과 차를, 저녁에는 칵테일을 즐길 수 있는 Modern Chinese Tapas & Bar 차오란은 런던 미쉐린 스타 레스토랑 셰프의 다채로운 요리를 선보입니다.",35.1607444,129.169831,6,https://www.lottehotel.com/busan-signiel/ko.html
65,그랜드 엘시티 레지던스,부산 해운대구 달맞이길 30 랜드마크동 7008호,051-1588-5778,"무료 주차, 주차장, 무료 초고속 인터넷(Wi-Fi), 해변, 보트 타기, 유아용 의자 이용 가능, 수하물 보관, 금연 호텔","세계적인 3대 해변휴양도시 부산 해운대의 바다와 하늘을 한눈에 품은 LCT. 101층 랜드마크 엘시티(LCT) 타워에서 환상적인 오션뷰와 광안대교를 감상할 수 있는 서비스드 레지던스입니다. 가족 휴양 및 비즈니스, 엔터테인먼트, 관광명소들에 접근이 가까우며 관광객 및 레져 여행객들의 Home away from Home의 모토로 제공되는 이상적인 국내 최고급 레지던스 시설입니다. Ultimate View&Rooms 해운대 비치, 오션뷰, 광안대교, 동백섬, 장산시티, 달맞이 고개가 한눈에 조망되는 객실을 보유하고 있습니다. 50평 이상의 스위트룸과 6성급 초특급 호텔 종사원의 서비스를 제공 받으실 수 있습니다. Perfect Location 신세계 센텀시티와 벡스코를 포함한 엔터테인트먼트 시설, 오시리아 관광단지, 문텐로드, 관광지 등 각종 편의시설과 레스토랑, 유명 전문 식당 및 맛집들이 인접해 있습니다. 그랜드 엘시티 레지던스와 함께 품격 있는 하루를 보내보세요. - 더 머물고 싶은 공간, Grand LCT Residence",35.1607444,129.169831,6,http://www.grandlct.com
66,파라다이스 호텔 부산,부산 해운대구 해운대해변로 296,051-742-2121,"단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분",총 객실 532실로 해운대 최대 규모를 자랑하며 해운대 바다가 보이는 오션스파 씨메르 & 풀 등 비즈니스와 리조트의 복합적 기능을 갖춘 특1급 호텔로 해변 측 객실에는 해운대 바다를 한 눈에 내려다 볼 수 있는 발코니 시설을 갖추고 있습니다.,35.1599547,129.164104,6,https://www.busanparadisehotel.co.kr/front
67,남포 오션투헤븐 호텔&스파,부산 중구 자갈치로 21,0507-1363-0146,"단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분","기본을 지키는 호텔, 남포 오션투헤븐 호텔&스파에서 머무세요. 부산 자갈치시장역 4번 출구 도보 1분 거리에 있습니다.
전국 최대 어시장 자갈치 시장에 위치한 저희 숙소는 부산의 구도심을 즐기기에 최고의 위치에 있습니다.

부산의 독특한 바다가 보이는 객실을 갖추고 있습니다. 여행의 휴식이 될 수 있는 시설들을 운영하고 있습니다. 
여기에서 소중한 기억 남기시길 기대합니다.",35.0967082,129.026668,6,https://bu2heaven.modoo.at/
68,스탠포드 호텔 부산,부산 중구 구덕로 53,051-795-7700,"호텔 내 유료 공공 주차장,무료 초고속 인터넷(Wi-Fi),온수 욕조,헬스장/피트니스 센터,아동 활동(아동/가족 친화적),인터넷 사용이 가능한 비지니스 센터,24시간 보안 서비스,수하물 보관","스탠포드인 부산에 오신 것을 환영합니다! 여러분의 ""제 2의 집""인 부산 호텔에서는 여러분의 시간이 집처럼 편안하도록 다양한 부대시설을 제공합니다.

부산타워(0.4 km), 영도대교(0.6 km)(와)과 같은 인기 명소에 가까이 있는 스탠포드인 부산 숙박고객들은 부산에서 가장 잘 알려진 관광명소들을 손 쉽게 체험하실 수 있습니다.

스탠포드인 부산(은)는 객실 내에 냉장고, 에어컨, 암막 커튼(이)가 구비되어 있는 매력적인 호텔로 여기서 지내시는 동안 투숙객에게 제공되는 무료 무선 인터넷으로 언제든지 인터넷을 손쉽게 이용하실 수 있습니다.

호텔(은)는 24시 프론트 데스크, 컨시어지, 환전(을)를 제공합니다. 게다가 사우나 제공은 부산을(를) 방문하는 여행객들 사이에 이 호텔이 단연 돋보이는 이유 중 하나이기도 합니다. 차로 오시는 분들은 주차도 하실 수 있습니다.

부산에는 아시아 요리(이)가 많습니다. 따라서 여기 있는 동안에는 맛있는 메뉴를 선보이는 오아제 시푸드 뷔페, 골목게장, 개미집(와)과 같은 인기 맛집에서 반드시 드셔보시기 바랍니다.

부산(을)를 둘러보고 싶다면, 다음 미술관들 중 한 곳을 둘러보세요 : 타워갤러리, AN아트홀.Red, 공간화랑 해운대점.

스탠포드인 부산(은)는 부산의 최고만을 엄선, 선별하여 쉽게 즐길 수 있기 때문에 여러분의 시간이 한결 여유롭고 즐거울 것입니다.",35.0979423,129.029933,6,http://www.stanfordbusan.com/
69,호텔 티티 구포,부산 북구 낙동대로 1684 호텔티티 구포,051-343-5518,"단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분, 장애인 편의시설","23.05 사우나 오픈!

*CHECK IN 15:00 / CHECK OUT 12:00

북구 구포동에 위치한 호텔티티 구포는 1호점인 호텔티티 서면점에 이어 두 번째로 오픈한 프리미엄 비즈니스호텔입니다. 구포 지하철역, 기차역, 버스 정류장과 인접해 있어 교통이 편리하며, 김해공항과는 지하철로 15분 거리에 위치하고 있습니다. 앞으로는 넓게 펼쳐진 낙동강과 구포대교, 그리고 푸른 대저생태공원을 끼고 있어 주야로 환상적인 리버뷰를 자랑합니다.

또한, 럭셔리한 객실 룸과 리버,시티뷰를 한눈에 볼 수 있는 통창은 고객들에게 휴식을 제공합니다.

시그니처 룸인 스탠다드 더블 리버뷰를 비롯한 133개의 객실은 예술적인 영감과 안락함을 선사하여 오시는 고객에게 힐링 장소로 자리매김하였습니다.

호텔티티 구포는 하늘과 강이 파노라마처럼 펼쳐지는 모습을 감상할 수 있는 캡슐호텔,사우나,루프탑라운지 그리고 미니수영장을 운영하고 있습니다. 더 나아가 렉스코 팔콘시리즈 최신 기구를 갖춘 피트니스 센터와 코인 노래방 등 다양한 부대시설 운영으로 올인원 서비스를 제공합니다.

특히 호텔 내부에 갖춰진 세븐일레븐 편의점은 감각적인 인테리어로 차별화 된 공간감을 선사합니다. 다양한 제품을 구비하고 있어 호텔 내에서 간편하게 먹거리를 즐기며 휴식을 취할 수 있습니다.

제공사항 - 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분, 카페&레스토랑, 코인노래방, 코인세탁실, 장애인 편의시설(객실,화장실 등), 캡슐호텔, 미니 수영장, 루프탑 라운지, 사우나, 휘트니스센터, 24시 편의점(세븐일레븐), 비즈니스센터, 회의실, 세미나실, 연회장 등",35.2049621,128.995909,6,http://www.hoteltt.co.kr/view/viewLink.do?page=tthotelgupo/KOR/index/index
610,엘본더스테이 엘본쓰,부산 해운대구 구남로21번길 6,0507-1358-3424,"주차, 예약, 무선 인터넷, 반려동물 동반","해운대 최중심지에 있어 도보로 이동이 가능합니다.
해운대지하철역 3번출구에서 1분도보거리 , 파스쿠치골목위치",35.1622611,129.160599,6,https://blog.naver.com/elbonz
611,더뮤즈호텔,부산 기장군 일광읍 해송3로 4 더뮤즈호텔,0507-1424-9099,"주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분","부산시 기장군 일광바닷가 도보 7분 더뮤즈호텔은 전 객실에서 취사가 가능한 최신 설비를 갖춘 신축 호텔로써 동부산관광단지 오시리아 롯데월드 놀이동산까지 10분 거리, 근처 유명 골프장까지 5~10분거리, 그리고 송정과 해운대 까지는 불과 25여분 거리로 편리한 교통 중심지에 위치한 레지던스 개념의 깨끗하고 편안한 최신 시설의 최고급 호텔입니다.",35.2658,129.2306,6,https://www.instagram.com/the_muse_hotel77
612,오션 투헤븐호텔,부산 수영구 광안해변로278번길 42 A동 5층,0507-1386-3006,"주차, 포장, 배달, 예약, 무선 인터넷, 장애인 편의시설","* 전 객실 넷플릭스 이용가능(프론트 문의)

* 전 객실 삼성 에어드레서, 코웨이 공기청정기

* 간편 조식 + 커피 무제한 제공

*CESCO 바이러스케어로 공기 정화 및 살균 관리

한국관광공사 인증 2성급 관광호텔입니다.

'오션투헤븐' 공식 인스타그램
http://instagram.com/ocean2heaven",35.1539865,129.124534,6,https://ocean2heavenhotel.modoo.at
